"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","TIME","TIME","Value","Flag Codes","Flags"
"ISL","Iceland","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",464,,
"IRL","Ireland","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",452,,
"ITA","Italy","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",441,,
"JPN","Japan","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",492,,
"KOR","Korea","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",499,,
"LUX","Luxembourg","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",414,,
"MEX","Mexico","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",379,,
"NLD","Netherlands","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",475,,
"NZL","New Zealand","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",467,,
"NOR","Norway","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",459,,
"POL","Poland","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",459,,
"PRT","Portugal","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",445,,
"SVK","Slovak Republic","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",436,,
"ESP","Spain","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",441,,
"SWE","Sweden","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",446,,
"CHE","Switzerland","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",465,,
"TUR","Turkey","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",408,,
"GBR","United Kingdom","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",453,,
"USA","United States","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",447,,
"OTO","OECD - Total","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",449,,
"BRA","Brazil","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",365,,
"CHL","Chile","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",399,,
"EST","Estonia","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",485,,
"ISR","Israel","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",401,,
"RUS","Russia","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",431,,
"SVN","Slovenia","ES_STCS","Student skills","L","Value","LW","Low","2013","2013",454,,
"AUS","Australia","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",18.5,,
"AUT","Austria","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",16.9,,
"BEL","Belgium","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",18.7,,
"CAN","Canada","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",17,,
"CZE","Czech Republic","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",17.8,,
"DNK","Denmark","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",18.8,,
"FIN","Finland","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",19.6,,
"FRA","France","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",16.4,,
"DEU","Germany","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",17.9,,
"GRC","Greece","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",18.5,,
"HUN","Hungary","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",17.5,,
"ISL","Iceland","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",19.4,,
"IRL","Ireland","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",17.9,,
"ITA","Italy","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",17.1,,
"JPN","Japan","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",18.7,"E","Estimated value"
"KOR","Korea","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",17.7,,
"LUX","Luxembourg","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",14.9,,
"MEX","Mexico","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",14.9,,
"NLD","Netherlands","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",17.8,,
"NZL","New Zealand","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",18.2,,
"NOR","Norway","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",17.9,,
"POL","Poland","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",18.2,,
"PRT","Portugal","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",18,,
"SVK","Slovak Republic","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",16.4,,
"ESP","Spain","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",17.3,,
"SWE","Sweden","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",19.2,,
"CHE","Switzerland","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",17.2,,
"TUR","Turkey","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",15.2,,
"GBR","United Kingdom","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",16.6,,
"USA","United States","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",17.1,,
"OTO","OECD - Total","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",16.5,,
"BRA","Brazil","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",16.3,,
"CHL","Chile","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",16.2,,
"EST","Estonia","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",17.4,,
"ISR","Israel","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",15.8,,
"RUS","Russia","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",16.6,,
"SVN","Slovenia","ES_EDUEX","Years in education","L","Value","TOT","Total","2013","2013",18.4,,
"AUS","Australia","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",18.3,,
"AUT","Austria","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",16.7,,
"BEL","Belgium","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",18.2,,
"CAN","Canada","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",16.6,,
"CZE","Czech Republic","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",17.3,,
"DNK","Denmark","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",18.3,,
"FIN","Finland","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",19.2,,
"FRA","France","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",16.1,,
"DEU","Germany","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",18,,
"GRC","Greece","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",18.4,,
"HUN","Hungary","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",17.2,,
"ISL","Iceland","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",18.6,,
"IRL","Ireland","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",17.9,,
"ITA","Italy","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",16.6,,
"JPN","Japan","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",18.3,"E","Estimated value"
"KOR","Korea","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",18.5,,
"LUX","Luxembourg","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",14.8,,
"MEX","Mexico","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",14.7,,
"NLD","Netherlands","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",17.8,,
"NZL","New Zealand","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",17.7,,
"NOR","Norway","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",17.5,,
"POL","Poland","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",17.5,,
"PRT","Portugal","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",17.7,,
"SVK","Slovak Republic","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",15.9,,
"ESP","Spain","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",17,,
"SWE","Sweden","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",18.3,,
"CHE","Switzerland","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",17.3,,
"TUR","Turkey","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",15.7,,
"GBR","United Kingdom","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",16.3,,
"USA","United States","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",16.5,,
"OTO","OECD - Total","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",17.2,,
"BRA","Brazil","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",16,,
"CHL","Chile","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",16.2,,
"EST","Estonia","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",16.7,,
"ISR","Israel","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",15.5,,
"RUS","Russia","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",16,,
"SVN","Slovenia","ES_EDUEX","Years in education","L","Value","MN","Men","2013","2013",17.6,,
"AUS","Australia","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",18.7,,
"AUT","Austria","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",17.1,,
"BEL","Belgium","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",19.3,,
"CAN","Canada","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",17.4,,
"CZE","Czech Republic","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",18.3,,
"DNK","Denmark","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",19.3,,
"FIN","Finland","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",20.1,,
"FRA","France","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",16.7,,
"DEU","Germany","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",17.7,,
"GRC","Greece","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",18.6,,
"HUN","Hungary","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",17.8,,
"ISL","Iceland","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",20.4,,
"IRL","Ireland","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",17.9,,
"ITA","Italy","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",17.5,,
"JPN","Japan","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",19.2,"E","Estimated value"
"KOR","Korea","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",16.8,,
"LUX","Luxembourg","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",15,,
"MEX","Mexico","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",15,,
"NLD","Netherlands","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",17.8,,
"NZL","New Zealand","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",18.7,,
"NOR","Norway","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",18.4,,
"POL","Poland","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",19,,
"PRT","Portugal","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",18.2,,
"SVK","Slovak Republic","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",17,,
"ESP","Spain","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",17.7,,
"SWE","Sweden","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",20.2,,
"CHE","Switzerland","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",17,,
"TUR","Turkey","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",14.7,,
"GBR","United Kingdom","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",17,,
"USA","United States","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",17.8,,
"OTO","OECD - Total","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",17.8,,
"BRA","Brazil","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",16.5,,
"CHL","Chile","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",16.2,,
"EST","Estonia","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",18.1,,
"ISR","Israel","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",16.2,,
"RUS","Russia","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",17.2,,
"SVN","Slovenia","ES_EDUEX","Years in education","L","Value","WMN","Women","2013","2013",19.2,,
"AUS","Australia","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",14,,
"AUT","Austria","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",27,,
"BEL","Belgium","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",21,,
"CAN","Canada","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",16,,
"CZE","Czech Republic","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",17,,
"DNK","Denmark","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",16,,
"FIN","Finland","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",15,,
"FRA","France","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",12,,
"DEU","Germany","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",16,,
"GRC","Greece","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",31,,
"HUN","Hungary","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",15,,
"ISL","Iceland","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",16,,
"IRL","Ireland","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",12,,
"ITA","Italy","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",21,,
"JPN","Japan","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",25,,
"KOR","Korea","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",33,,
"LUX","Luxembourg","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",13,,
"MEX","Mexico","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",33,,
"NLD","Netherlands","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",30,,
"NZL","New Zealand","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",12,,
"NOR","Norway","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",15,,
"POL","Poland","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",34,,
"PRT","Portugal","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",20,,
"SVK","Slovak Republic","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",12,,
"ESP","Spain","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",25,,
"SWE","Sweden","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",10,,
"CHE","Switzerland","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",22,,
"TUR","Turkey","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",37,,
"GBR","United Kingdom","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",13,,
"USA","United States","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",18,,
"OTO","OECD - Total","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",21,,
"BRA","Brazil","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",19,,
"CHL","Chile","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",53,,
"EST","Estonia","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",9,,
"ISR","Israel","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",23,,
"RUS","Russia","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",16,,
"SVN","Slovenia","EQ_AIRP","Air pollution","L","Value","TOT","Total","2013","2013",26,,
"AUS","Australia","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",14,"E","Estimated value"
"AUT","Austria","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",27,"E","Estimated value"
"BEL","Belgium","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",21,"E","Estimated value"
"CAN","Canada","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",16,"E","Estimated value"
"CZE","Czech Republic","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",17,"E","Estimated value"
"DNK","Denmark","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",16,"E","Estimated value"
"FIN","Finland","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",15,"E","Estimated value"
"FRA","France","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",12,"E","Estimated value"
"DEU","Germany","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",16,"E","Estimated value"
"GRC","Greece","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",31,"E","Estimated value"
"HUN","Hungary","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",15,"E","Estimated value"
"ISL","Iceland","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",16,"E","Estimated value"
"IRL","Ireland","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",12,"E","Estimated value"
"ITA","Italy","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",21,"E","Estimated value"
"JPN","Japan","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",25,"E","Estimated value"
"KOR","Korea","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",33,"E","Estimated value"
"LUX","Luxembourg","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",13,"E","Estimated value"
"MEX","Mexico","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",33,"E","Estimated value"
"NLD","Netherlands","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",30,"E","Estimated value"
"NZL","New Zealand","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",12,"E","Estimated value"
"NOR","Norway","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",15,"E","Estimated value"
"POL","Poland","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",34,"E","Estimated value"
"PRT","Portugal","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",20,"E","Estimated value"
"SVK","Slovak Republic","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",12,"E","Estimated value"
"ESP","Spain","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",25,"E","Estimated value"
"SWE","Sweden","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",10,"E","Estimated value"
"CHE","Switzerland","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",22,"E","Estimated value"
"TUR","Turkey","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",37,"E","Estimated value"
"GBR","United Kingdom","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",13,"E","Estimated value"
"USA","United States","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",18,"E","Estimated value"
"BRA","Brazil","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",19,"E","Estimated value"
"CHL","Chile","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",53,"E","Estimated value"
"EST","Estonia","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",9,"E","Estimated value"
"ISR","Israel","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",23,"E","Estimated value"
"RUS","Russia","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",16,"E","Estimated value"
"SVN","Slovenia","EQ_AIRP","Air pollution","L","Value","MN","Men","2013","2013",26,"E","Estimated value"
"AUS","Australia","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",14,"E","Estimated value"
"AUT","Austria","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",27,"E","Estimated value"
"BEL","Belgium","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",21,"E","Estimated value"
"CAN","Canada","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",16,"E","Estimated value"
"CZE","Czech Republic","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",17,"E","Estimated value"
"DNK","Denmark","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",16,"E","Estimated value"
"FIN","Finland","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",15,"E","Estimated value"
"FRA","France","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",12,"E","Estimated value"
"DEU","Germany","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",16,"E","Estimated value"
"GRC","Greece","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",31,"E","Estimated value"
"HUN","Hungary","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",15,"E","Estimated value"
"ISL","Iceland","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",16,"E","Estimated value"
"IRL","Ireland","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",12,"E","Estimated value"
"ITA","Italy","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",21,"E","Estimated value"
"JPN","Japan","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",25,"E","Estimated value"
"KOR","Korea","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",33,"E","Estimated value"
"LUX","Luxembourg","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",13,"E","Estimated value"
"MEX","Mexico","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",33,"E","Estimated value"
"NLD","Netherlands","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",30,"E","Estimated value"
"NZL","New Zealand","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",12,"E","Estimated value"
"NOR","Norway","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",15,"E","Estimated value"
"POL","Poland","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",34,"E","Estimated value"
"PRT","Portugal","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",20,"E","Estimated value"
"SVK","Slovak Republic","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",12,"E","Estimated value"
"ESP","Spain","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",25,"E","Estimated value"
"SWE","Sweden","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",10,"E","Estimated value"
"CHE","Switzerland","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",22,"E","Estimated value"
"TUR","Turkey","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",37,"E","Estimated value"
"GBR","United Kingdom","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",13,"E","Estimated value"
"USA","United States","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",18,"E","Estimated value"
"BRA","Brazil","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",19,"E","Estimated value"
"CHL","Chile","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",53,"E","Estimated value"
"EST","Estonia","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",9,"E","Estimated value"
"ISR","Israel","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",23,"E","Estimated value"
"RUS","Russia","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",16,"E","Estimated value"
"SVN","Slovenia","EQ_AIRP","Air pollution","L","Value","WMN","Women","2013","2013",26,"E","Estimated value"
"AUS","Australia","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",91,,
"AUT","Austria","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",96,,
"BEL","Belgium","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",80,,
"CAN","Canada","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",89,,
"CZE","Czech Republic","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",84,,
"DNK","Denmark","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",94,,
"FIN","Finland","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",92,,
"FRA","France","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",81,,
"DEU","Germany","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",93,,
"GRC","Greece","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",69,,
"HUN","Hungary","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",76,,
"ISL","Iceland","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",97,,
"IRL","Ireland","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",84,,
"ITA","Italy","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",71,,
"JPN","Japan","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",86,,
"KOR","Korea","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",78,,
"LUX","Luxembourg","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",87,,
"MEX","Mexico","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",78,,
"NLD","Netherlands","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",90,,
"NZL","New Zealand","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",88,,
"NOR","Norway","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",96,,
"POL","Poland","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",79,,
"PRT","Portugal","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",86,,
"SVK","Slovak Republic","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",81,,
"ESP","Spain","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",79,,
"SWE","Sweden","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",95,,
"CHE","Switzerland","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",95,,
"TUR","Turkey","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",61,,
"GBR","United Kingdom","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",97,,
"USA","United States","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",87,,
"OTO","OECD - Total","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",84,,
"BRA","Brazil","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",75,,
"CHL","Chile","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",77,,
"EST","Estonia","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",75,,
"ISR","Israel","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",66,,
"RUS","Russia","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",49,,
"SVN","Slovenia","EQ_WATER","Water quality","L","Value","TOT","Total","2013","2013",87,,
"AUS","Australia","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",92,,
"AUT","Austria","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",96,,
"BEL","Belgium","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",82,,
"CAN","Canada","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",91,,
"CZE","Czech Republic","EQ_WATER","Water quality","L","Value","MN","Men","2013","2013",85,,
